business_id,actual_review_count
2gSDnkxyr8zZ22qGHS8PwQ,13
GYqhhUs9ELDAQO8Jjy7JTw,27
2SZs2rWG4r_FsXGToC1Mqw,13
pmbW99XQ1Mc6aSrEjOT1JQ,16
H74eY12LDGcd4gDLlq_jtg,22
eN0Tqe0-r0BgFBFP32hCGw,6
8ZU1N9vxDsJvyBY0fCi4bw,34
k8vw1HF_SmLJX5SYuYyS5g,28
eWoYmOOKYqXShEVrDi0zRA,7
IKw1_pVoK1f8XokLkTF6fg,5
UyLYrVicM8xTF9E8p-YtXw,35
heqDsX1iPRJVrTC1edbH8A,18
L7ssAkUBbYICcTZlqdWXxA,76
dnOZr9LepBOSgQi2Jrls9A,34
qYac9YVtxsa2Uh68aNGX3w,16
FNsMxoaTa-HCbAxP0Baj9Q,58
BkkRTas3wqS4TdKTAyWv0w,30
W7zbwJQOKfNEXH16ShqbIw,69
sz6KGCGeD75rGRFZm5JkgA,35
zxWeLWsv6Ebrkb-MDMbD-g,30
mW5b9oL0zuTMCt-OftPXrQ,87
NR_Sst7SidDq0PZ2tnTcMQ,6
HwVnXl9hYOjyiPGbIkw9CA,11
c9ITEGU7YMuvtJoQy8xV7w,25
B6I4xLixPsQ1HP8J40cEkw,34
ODME8OGLDtowtS7o-B_bvw,26
sAl0DpXuUVRt0ufLMBfZeg,53
1GyDpNw57LRPQpBuqoRfrQ,5
nVV8U54EJfikJVe83-3p6A,9
ok20X39snMglHGVrbhwoJQ,40
M5EsMKsE0H1yyjiI6n6fiA,11
ubOw5zciWJwTa-z6xl41cg,12
JyDFuj0JZiqMfJu4LxOK0A,9
VzP47Db9AVRDHRMwPZmqNA,17
qFpMRl3KlALnocE22oNwMQ,35
Vf2VpSmAHwaQzkIwYdFyRw,20
XYd2HVZc7C5pIq-jqHai-w,18
6WyvHRQ7ufNda7XFFGFw_Q,21
eZRLcjVoPysKeqjWg-xlfg,8
95mCiiQYnctq9aPEQMhf8Q,11
Sy56IoOg_pP9IV1V6mozNA,18
4OFFy8WZypHpcE_LnsKVbQ,15
5l6TyDECGI2DooPIdpDL5A,12
lzx4AFxrByuVxgyZwRMYYg,56
BoEcsaokOWStr04tQqr24A,98
Sp7JlMzaY-bQYREQPOLa2A,11
RiSfITkAjsaB6YgYwWB_2Q,14
5wCqnaUC8lBs8hAzQyxIUw,5
V_aK-p2aIzqguaQbG4UXng,63
MsLAwbiPNq6lTP5YsrPs5g,27
-esTQ3DICAj44W_akW32Sw,8
DZzZwAWTgMiSHAyPrVgqOw,15
M0MXQkfLA_EdvnKCO6MEAw,17
G43B4RHuDtIubq5X2TVViQ,5
qEbjLQyMoeg68Lyf6XTwiA,8
Rec15w9iVIPgvXFLKeEt_Q,14
NkT1XeKisOgXS_-5PX0n1g,61
S5acP_c2FshCark0t16dcA,9
Jce6MfjcGJzWCrhDpqzP2Q,17
BUhXQa_VYQB0KtLP5pIyBw,28
zMEULnnCef-xc3vHlFyiSQ,110
-Jk0l5vw1vrTRk93gWZPEw,31
Nsh4KiDEu5xWhPjJftSESA,91
BW96phxlZEkApbJVZBMqtQ,11
yMx6zEorjzSdEo9Ai6sssA,77
_ggMBPprA300Davk9D1CzQ,5
f8TyUEoSWQEgH257GkzlXw,9
5M5NPwmyBhCXyK4gQDweqA,16
r5O3yNQ_wKJg-ck6cmGGkw,11
yWJp2cwAvd0tKDwhy3QmEA,6
zj8HThbzTWvXl7-Dw0_nsQ,34
B-bmXGesgUhmeHx_fexzdw,22
dB2e0wNXmLbnsVc_tyhkAg,13
VHYVPvTnZDtDheTrf8wOIg,38
sYA8jpR7Op9IfjVDoI0DTw,79
_l2qMhWrwrYp-HoiBkfi-Q,13
UUTBPV27jARy5NewsCD-2Q,20
foM-SJ5C9DiVC5AmeBrV9A,9
-JkiE867GwCUuXFETjba2w,134
kJwK5kw458Bb_JsJwq4R_w,42
ndzzHKbzqfWAyzmq0sDWuQ,10
_RCzdZusJRVKNozFSTe_UA,46
aJ46KdCO99wiBGxsY3xx1Q,11
Mhfi6Y9OpMHu3Q-zlq3NOQ,46
g3vLlcYE8kaXp8SiQnjpZA,47
ubfNTSWSPN1rPSf3X4-dww,38
eQjN4s90I1fr-0DiLvEGTg,53
TJUALKgDgyGaEffzmJ7WoQ,51
cBGrn9zx0TKob6HKQ09IIw,28
pSiIe3oRQ654S7_M9odx8A,38
vSUDM69mT3Gryi7FRmWm7w,7
113_6E-xpkWC06LmdhflZg,59
mAL5Cwdr-GTMaM6HrzRizg,50
pXKGi8lZ9O6QqcCkHVq6ew,26
2-f8krgHvLWMJ_Vc3mWujA,64
XGxsV7f16mW051jsEafAQQ,100
W6CV25UWatpZuD42o-Lcww,10
DJDAGhpTPXqkkkIEE9c_2Q,94
0p_Y0p9FBDycE99DhcGK-A,63
ASO_DSdqBbLzj6er009hNg,48
51BQzF_4dOOuIO9s-4Ropw,67
njdcYRIB9FqwMwAE_wJuVA,23
JCT2nD9DOOY3aHLbK3Bnfg,24
EuzUT3fwPBWAHMXUiX5L8Q,65
8ETUgwv0Ju_MlZRslSAGwQ,10
dPjb7SFETB6fNKORWEjN1w,28
zkUHHsE-ktfrNlhL6CXalQ,93
3NaU6uRlb2owXc3oV0G25w,83
ocVshQ6YKIWsmmxAGXgBYQ,89
g2ZtiwsifkBOhsPsmq4MEQ,21
NlWtg6MMmu_pc2pPPnU-fw,36
7VE3lDb7b7BFKJQJPqbUIA,24
bmu_kxq5KGF_0NKtZ00xZw,5
YshBHMZJhbAJ3nmjr9xUGQ,33
fMQvkcNmFhqe2KQWiTth4Q,8
M8Y9fLh41CLMf9tZBUTaFQ,24
JZrspVMm79n_iHTYftkI0g,56
8EkuA_twAHHLBbh9BNfiUQ,38
Jm6R_6Ap8u9DIh8cjWiuUw,12
05TCurt9VV_4hhe_dtJuSw,6
JvvOh9kS2bsegnCVdtf0yQ,12
fI4rZMAmluryEkRhs-dWiQ,7
enWMHykIbIYAX1ChWQURZA,16
1b29-Bnt4Mfed81lV1nS0g,17
FPW48Vzr-7uQtPimgTc8yg,45
e1o-2If3E-OY2A_yvamrIQ,6
5mlZKyyKDDHTeS9FOUL2QA,12
E4ru01uB_OatPteMdH78Gg,7
iEK8ExR1z2C2qaVKzl0nrw,12
Fe8nhiPBaCYZtav9VQ5qEw,49
z2T2XoI9IykDGGeqHa_-SQ,37
KXgzydRLQfDs-NuwX9Uu8A,10
G94ZE3wuk9uZhIBRxtqJKA,52
Oyymp01_UGtekGVWIDoh6w,21
RjKTDimEapGJGtxIMnIwbQ,12
4k9XFgf-zCIQ9Ko-PgavpA,11
F2anENqJ7tdGhjEJ1pWcYQ,17
YNOas41IfMbTyeDo8bbmvg,11
id9Z75LVYSZ0x5G9U1PawQ,16
M-Cwi45ZHQvxu4jpFB66ww,29
TPcXeobOzalHruPGmLajuw,10
4sBgqInS11yWsGQzamjRaw,9
3PtyvAz__fbkHsx6ioEn9w,9
7Klk8UuK1sdJt5_44eUtDg,61
27SBmvJN4XjC_rNFKFhyHw,6
75zH6kUTxqkAJVIhuSdICQ,53
lSfMGqkDaMvqm-KCa6Yr2Q,10
qSvYimjood0r8zjSaGhm6A,6
ekz_pi9GepaKVT9DE8cUrg,77
BnuzcebyB1AfxH0kjNWqSg,24
c3h2uqdWwd2U6yuTXGoz9A,25
lP1_ZarqvfPlSZHi9mr1bQ,18
KE3ugQ48vGqhyklVBp9NiQ,7
knoCAMJh_Bixlo2PhWxXRg,25
zy_g2wKTNIB7EQdG73_Xaw,44
dTL6npuTfmM-kieva8U43w,73
YVO5428yegaPtwchBe-DGg,6
VdHjTrOjwIiOGBB8dsk33A,27
Cg0d2DYo0QAb1dGepGt7WA,17
613euL4IockQDQ3tFi_M6A,5
uBbhjkxcl_MStbWQkcQ_Xg,36
hqIUuqXO6HwUmUb2N4yGWQ,14
mbDqYJJhjkRMMol37QSLzw,64
ruCs1RWagy747by9RuQZyw,6
uFws8Op2hSwixi75YF06Rw,35
bEHvtVrBbXC5NrJefHdIGg,11
TplX4186Az41l7q3cZhFRA,14
Ch9liPsjXYt_TvjudOgUxA,9
jS8yeMVrt9zpV3yH0v2Arw,9
ZZxgRXemVHc1750Pw1vLFg,6
UK_VZor0koO8wYg7NSMlzA,5
S--X0Kol0fcD7w_eFlLCZA,53
pWoXaLokwdPD7nLYl1ffaA,46
DzBKbK7SvIi2lh0rsYUkhg,108
Ur_Vy1jWplP8DG_5ljmgIw,42
OdNHFBDrqtj8jurmvLywvQ,104
xqkNiBAyxNNYi8jWGPBhXA,31
RpxJ4-rYuqAI2an7WGELFQ,35
lDZBVcXFjRztD6CvHfBHkA,18
i0K6VexW_A-fvkzD-nue6w,9
6amXT7sZ3Ab4JV7n3YB0hg,10
frb1sGu3SvTa-ZZ9ZeZ8Kg,28
RPgxx0yCxGXvWx8KKpc1DQ,73
EZ-ZL55vCMjSIneiGe3aqw,42
x_6WnTjBn1HPONh4m4fxLg,37
_ckcHz7YIgRUIHi6OUC2fA,13
w6ZVMJwAC-iWBojzJXDhzQ,63
pvraEb6XtKiBq3YjXPR--g,55
3dRxeWMbcoaPL_lJQ773pg,48
k93U5RS4ohNqk9912QcyOw,14
--seHXaJfDtWbmFSxkzaRg,5
EwbklS8xrav5e65ojaHxuA,17
QuXc3oznrbfZxEAgAv60pw,11
UU7HcAGZjR-FOOMSmmFMEQ,35
k4TQN_cDGWJWS8wSDA47mA,62
-VwJsTvH8dJJGjpfe_jJIA,6
emv2P-5mzQCN9H07ci0w8g,25
99aaN5hU06OfDk8Uma-0OQ,15
3Ire3yo5BGNKNW6Mri8V8A,33
airww_vmo32XbKt_6LAWnw,12
qKr8O3IVXwyGFiQVFmA8CA,212
M176-LxXhDS2RZzYGzAa1g,11
HjfAqGE0rzkcECPywywC1Q,12
aHmRr6FCTxlJ7eD1bC4RUQ,35
JZ6a43bGN1rpJn40cJPzeg,9
niV3iDWcxuKFOJr3qWp9pQ,102
jSJz9deiv12E6RBztzUfag,11
E999I9qAul2UGGMYtlyN7g,12
8okXLoUeiSZsu6hutElXhQ,31
pKPSURnG8GILm5gNx2NoVw,7
l0NrHVmRvuVl5xN1z7Y18A,36
aF9XnddfBtnEWo8KnU1Tbw,32
rimlxxGfATOsywAJHTpHmw,7
_xXn1iy0vCNbcbsOK3ilJA,5
EMSl1yFZxxPs3qelxUKOHg,12
cJZmRIGu3AyjJivezu7R0w,77
NFKQNyGGj0S2LNqO-iTWKQ,96
fCH8V4o1SWyHzWlSAj2G0Q,5
x84mgmQenEyoOXZLaMksCA,29
2-BObvYhRA5y96FACESHVA,102
ouUZJekyERQZxMbko86V5w,22
3-JrimUGgzBVCR4bex_89g,36
OLsAJr98EmdqmgJITOgnxQ,37
zzbZtgPYZS8sTIWQH6DwEw,87
qyCMaVswrOoefHAOcXsAwA,17
lJzfEleeQ1uYnYQp37LD9Q,74
wkO1a_i1Mzpd-0sbiLa7EA,59
WVZcslV_Nqo6HcDTy7csgA,102
jPtMsCPN_lEpf9rOElNC4A,17
ikaWGJ1rIzZZRT_jAxHHrg,19
27jGuI1lizX-L39LTQAuzw,20
_ozCIOzZtIuAewuMYI_OqQ,16
8jPCTltGBbYjHgDRY3MhUw,72
PtsDqXxyGbE_ax1CD1-Eeg,27
r7mq6B02sPq1fDims9KAEA,57
PDnjIwMLM-whS5yMlQidIw,14
yIw9QbMZgwqNBsyuO5_kkQ,119
uumuIX8VTKcgqN0EJI4geA,23
_b4_ErF9lEE6vePd3lAJgQ,26
_CEcUVPVpFecHmZkRg9wpA,14
GDUtnmy4SzM_QLH8yDtomw,9
CSKt0GtoPvkp7qNKG7N5sg,51
N9rE-Hlew47cNwD9sPtb7g,12
QjxnHYRXqKG4Z48U1aBR7A,11
ecGqst5qksmuh9qImAzXKg,59
apdMwRvWyR-_ARuuKYeM3w,7
NLUW5WmYvFAxwDXDPkhA_w,9
baiCsstiEVBIN2qoUCgUng,60
_znNs6VkbR0bS5kWO7_ajg,16
Q3ZmeBnP96bqbxevkOT7Nw,26
Q9a0v5vlfjqqFKXsTxWZ3w,12
52iW9Eo-EWJZXYYjQ5pAKw,118
7xWeV7fiwCe61pbwQB13Pw,8
0LNV8iJg_g3_1ujwaeHZ-Q,62
vi5CbxgB_ondX_OmRVoM7Q,9
ni3P3lnjdJyTuYgmljyGaQ,42
e6mSyys0jf0ptfDqzcSI-A,9
Tuld0Vxoua5TsRY6fO_V0g,8
WuJGcLXrAIfmhaZ7j1jrUA,56
GaERTArKi0OLWI8X8ZMZPg,11
NQLi6ELZ3bFwzyUiVs8pQA,35
-CoVlGcw8nOmkp_ASc_DIQ,52
v1yf2tzGN7LiOumD3PVbkQ,6
vbBxXctu4H4FgkwnyLPHFA,26
xc5g97kFDCKrFyk9qa6Jtg,32
wtOR90pDlzxdvl2wOXWXAA,41
YxAlVxTUcp5F1lcAojMn1Q,5
G1PbNo1yYxAu7G6b6sXZiw,95
GtqM5K5DOAKg5kgbU6TY9A,18
pfzKkGm1hU2ID9kBAgkBVQ,7
LuGObOHzB_PYzpgMSqCufw,8
9kC8MWPKglsifbB0k2ATAA,65
7VrD6atyAIOPJAEdAvsA1g,62
7hoR85ZbJVRQ98Q14OlQZQ,38
SvsTD4RG8P0iJChhiblMXg,19
6DDoz1tuCRpPWGxXLgpp7w,7
PLJyFaxHZv5UkbNPdMdWnw,6
Vz7_C7dgSkbITzAquxVRhA,10
-1PG6k_iezwJmRZLB7f6og,168
C0YGra82GHDc89EVhEyL3A,68
LqDzm5YJs07jpyIMYFnFrQ,77
FHinXLaal32gWzUfBUdcaw,19
S9Jflx5Md_aq7I9wLg62sQ,38
fdpalN2LrEfWVqOm3eO8dQ,7
dWoJKEoFPbCr5pL2Y0LkJA,47
gTxeCnRmr0CSY1seEoRY_Q,7
o2Tz5gv31GUf3ThTePrcyg,19
Ng4PxR9WVdbnDGC50PbzwQ,89
vuRv6w037WwBbUTBOcnkbA,52
u9-j3bwMcaMq9CWwuucqsA,43
Ut4tiRgbuL5sOa3hZemWGQ,138
Ma63jBFq7j2EvpaNBzBP-A,33
N3L-q8Afp2NFoOUrcJ1C0w,15
KxsJhoP-wEOJ62RIxJlZAg,17
vEEt73DzJ9zLhw7D3gXiCA,5
p1YEw78K00M_IFqJLV0GZg,38
zM-FI9KgcFF8cO4ivQ44uw,29
U4K7zPfbp9igbmmJfOyW_Q,23
Xe-P5mF5Ml07zv7E4RDW3Q,22
5Wj0cZo6OBpaGpa2oCBuZQ,33
HTHUzTl-vDhEcbh7bZfhIg,11
A0xLNjg2OrFdpCP5i8JmQw,29
2PjrLgiaB9B0S5WLcRXPQA,10
lF7Zn9GNg0wMpM5g5kWdBw,37
WqSck6AHitsxVw56_aZLPQ,12
lgLrvq_jm-JEUzng9ebfSg,6
T4xhGbduBI6VZd92NqpIrw,30
HIZhSYfsy8fiQyfAZSU-Eg,46
9T-Xe2SAJJckBAfT_IUkOQ,27
YuTrJL0BStMGlvJR2QZebg,287
IczSz5duj9UZRuqmKy1rCQ,16
OVs_QRoTha2WNg8bJyvFnA,65
oxRbrGrFxB2BOBLQca9c1g,12
okc-iCgWvKGa1DfQSOh1Ig,10
6VYAX-qQfR20lYWcA1s2ew,45
uPpFZYu-kOtxHPHGKFwicg,11
F0WoIqVy5aIdSG_HFW56bw,31
QTxzRCua__-wIyyYOEtvBA,19
XzBz8ycffgevzbSughaAFg,12
AjingPb8mf7d77T7tbhf3w,9
yULamqA-RJxz3Z9niVaJ0Q,7
X41kJ-jXXrk-hu73dCPgJA,22
iYuf9PMq3OGeKODnNL_O5Q,65
mcaCxMzXxF8hGer4aYIkbQ,29
s__nxHjThBRn0lQoZuXLsw,27
qABtK9iRYJ2IiHV2iZ74Hg,32
e_PHx0xhOZy3QOwbHh9YgA,68
GZAHv66k9rDSRx_JHDOMpw,11
TMKTimDnvmKb5Vdf1bhZnw,91
6UZfJmVt8O1kpYRjAUFU2Q,30
nOdCrgxnVzefnpU1jmhvKQ,36
IzP9FjhrIzszvcLZ3znnhA,9
3hXduSB8xiKbV_HEbgRa8w,9
0E5tnZ0vZQL34bemPA2TSg,11
O-UOybvMutXl97R3dlvkyA,43
ETjyPeqYHYkd3m0VR2k6uA,10
vruqqeN6Ysc_68H4s63hNw,47
mgXBizetYGDNIhGJBXcnhQ,12
SDuDbDZfEKKR3mwcrNsz5w,61
WuU-4TlDQrpT-LzW_SVuzQ,189
emc9zbb0LeEC6D_f7SZWpg,23
JxhQjCCZjsp2nohFiIFX8g,9
n-fwa_6YshMouaKgLj-wKg,7
5AyAsJKh8e1ROH2xPv9fmQ,17
eH0ZmOZj4TyGqZwfDpQT8Q,28
mkrigi1WWh3sKEFhvzktrQ,17
uaehXCGq5iDdTK-fGMl3Jw,114
eeADf33x3JcyvmZCPYBSSQ,30
M9y9aWVD-K1bsxi80hCS4g,35
-WFaU3i9zztFMO7WoPAPcw,87
lpS1TedM7BR-r2DzeA2MYA,8
KbSUKuU0d04qqILQSohICg,8
xzCHwiZ2DMq_S3JkhnDf6w,24
3hZFAlLHqQ_7dlQwdHLgnA,50
bL1qAhdZX9a2-jbg10ccBg,14
4gS2qtxNFpmpUE4dtzSXyA,85
XmlVkDOW9I48EcR9bYQk3A,45
lB8yEOo57zI3fIh2fZvKZQ,24
xM_OH7Bvzo4w8wx-TndB6g,9
azB8DXBKc_mLZtCDJlJeJA,6
d6YkEw8xTa_khSncaaYAgw,12
6PkOVw0QNgvIoVIwXJlj5g,32
0sLvh5ODb0W7uL3WWOCTeg,24
j_ZS533TqeTsn4mYW82hyA,26
5bAYnAqoeV1fmzui_9qQOw,6
SlEnMqBNXKZM0LBddnVjMw,7
g09Ynyo0ci0piXXTYnXOaw,15
fGlCiSIh0BGB4_Yn8_1gpA,29
grnU6NAQge0ISlDZTXOJBg,61
Q4kK1k2WuZfufSCLzqndKg,39
7WrjEE_-vYr1qo3RBE_5nw,7
kq7cO3rHHM5q3oB5Z20_sw,22
FZlAeAf568CR8CabhrZPlA,33
hcssBGZsl0YLtowpyGQbqg,7
ceN3LjaLJsB32dY3PYgX9g,26
UaEBJRTkgaJm7gByZR4atg,28
LX9FOwFOyXZaKnDCwIYpkg,17
5uoRXyHxs6nH_ORItDCoaQ,62
v-LD8-pj4HxxGYZaCWbc-w,12
FzUcYMIKRebF-4NqbUPTEg,19
x0uQ48ZXlh1-Um7IqdHdrA,41
duK7Xs9DH78GHfYJfJW39w,13
4H6KdEMRlSrpFktX2k5gxg,81
4iXL8_-le76T3o2b05rGjw,12
e4xnETLbsvK3IOkNFoTW5Q,5
1eSTFasf2RdQ74lWZn_BXA,64
02PoEXj8TR7FQZvUV48o8w,41
doLp36k5-8JmkZ0x_KLP_A,28
fcyvhNP_FOFV_kEAKzbJGg,10
yMSMpryeQhG8S0CEcR3LSg,8
9kFAdxoxetPkiSeqfd7B5A,7
EjKrB7WPLK6Lmx4waFcSjg,5
rq-IStayoNpr-bUHkQDlhg,22
XxXruggY7RrQtFdmApUcEA,60
6KLYTdC1qESvw0VaremJbQ,11
EBdpDhJb5QcdOd3rQn4GOw,22
SesC7ep7i0uCnBUiqIuPPA,6
k99d0o0T_qS8-oidI72nfA,21
ukQX8e7o-DDRglKdF9fk4g,26
o74FfCoe-BCh75PeMjr_aA,50
ZqqQ124LcATH_ECld51v8g,40
WZMcvu6aG5juT_HFUOiaLQ,53
nylAJV2a9uup6eO6jj47lA,36
pX79hg6t0WsaCzU2npdK5w,51
HNg08FQ13tx8S5actkyJog,73
cayEli5ZH9EAMkOLhJiuBg,13
-99CauTgdResVER5NvRTfw,33
VF-xxQsEeWYwdqiGVC7L0Q,51
-rHWcRCxyeFNfxcqkHPXbA,8
WgOoT_oNQ6o5xjF8jO2rvA,10
wtyRjMk3uwx27_wvnzRkog,37
TblMkSZn7XmfTgheZ7TI5g,31
IjulL_5PvUyJJyIHNQtu-w,6
K-Y2V0dAsuQF9GcrjHIMrw,26
Zkvjfrl2Wx7VvfKoNahWWQ,62
xYVMSW5_zoCicKf6vvo00Q,10
doXrSxu1hoYiQNlmyWS5yw,5
nhXQSFlS2z35PIyTDiVUUA,5
l-zztqecz2EO6sCYuyLuag,5
gWiUCJEcv1lnZtMT_d2p5A,119
5HRbLBGt4AobrebJ2sh7fw,17
xZE_DEw40-iu1Gz_8o0aAQ,90
GQXQ2yTNif9ah4C29BGRQA,8
X1LzdU7gjVSrm4ELizVRDA,17
5aifqzbC3dC-6fjmqUz_cQ,44
zpGKQBq5Mn-wm3-crr3FPA,11
IugZN82XkjPt1ejnXXE_tQ,66
D2tPW1WOnJXz207k4clZWw,6
eGxpmSwXRnSbj5U1e1_zcg,30
iIeu7ylH4Kos5PT4ibkOPQ,20
h7d_Gl_hX7pa37kknrA-eA,64
252yQi-wbcR0-GpS4AwRPA,25
Y3dk0YiQ532UyyqhsJgwQA,7
EEs_jK26kMA87hc-5_Ni8Q,36
kQblQcbnHoPx18xQyoDlrA,21
VUibfpQ4cDs7QqPNPO0HGQ,104
ndz5gn5knfCOdryATgMQVQ,32
42LeGW-zeLbTgBkO0rJn9A,28
_4y59Z-edhsfmLfGAFBjxQ,14
fJ5H1bY0I91C3XFpdqv8Tw,10
tI1GK5xyWg5W-OxgZjWnng,41
mCNvZPROAx2AwbYeizPHvg,79
23AxYJAXT91d-iV97fsDlQ,7
S91l2oi-XvflqLCMcu5_eA,9
AdHcFvYr4CtIntZH0WNFyQ,46
SgCU0hvmsSbY6uL3lmjJ6A,5
7-ak5mwpt8unpXMr4_l1wA,40
zy1ZplwRa1TxkqHFPgAJrQ,5
JWz7Iz7ifYDCSwV8dIqMuQ,6
9zSVzQQ5-8E6Z2N_OzZ0eQ,30
zCeBFU0rULLRijXj9FH4oQ,10
ZfeGF3EUUws50reyWblmWA,8
Y16H2fSdBeriQgDD_A-aFw,6
Lo-ZZsUFW_VGjYBMihyRbg,5
BmSEbFiP3uUsSM2MBCR3og,26
AWN5UYfF-nto6XihHc2dIA,114
HsFsjTY_1mZelsL0dHVYmA,18
AWcvXiZyxdDlj_ImZh896w,19
A7xRZDfObBzGOUl7bKDkpA,34
o6SEe-dEMsIsR2GjOK1xTw,72
_ihHbuK9r3PLwMUhURKPYg,8
DYpQrwqcvJ4-CLOFE7Hwcw,8
NezcJ_t0lq8d-PI60QXeeg,13
jNHiuWqHl-0FNBBUAgyjBQ,9
LqRNm5Wvr2V35jDGqpRa3g,6
SwOmBKiLV0yTCGFamDXLWQ,8
6ZxW2tM04l1X8cCdSf1N5g,17
RQfr2bN098xUzYyO0o-BOQ,105
RNQUc2AeC4dLVMt5zfy29Q,9
HC5IBKqrPyLEszOlK0nOlg,33
EPiFB9rj-RXf8VHdpVV67A,18
E8Y38V4dNZjHCAW08owj6Q,26
IrZBI_MLdwer8GKStOP0Zg,25
Rx3JSrJyOyBseaJhYrVTSw,17
Q2smnoD6ROMS0zie5gB94A,9
OyntL7siqhs9xI-I2fDpBA,7
R-auWg8zaA0gdS-dc5Oosg,10
0lrGJJ7JHyZb_oUPtAW7jg,9
iurf86L-nRrXNOTV4rfPjg,62
DGeUJFwqY7Y_rNL_naQHAQ,7
PbTQTEWkuJ3Rmql18lGQsw,45
kyd5D7dAtMU5qlTJisPQ8Q,20
iiTApETRW5Ksl5m1MUGRug,29
lcKgQdQU1D38ahpFDE1hUg,15
w4jq4XuXx5JpnrnuK_RwDA,9
9lHAVwynlY9bajBZWL_qWA,11
e8POaLeiLQ8KAiAkOsnBcQ,15
JtWiy1zIksf9vhYyx6Ytqw,41
R_aBqC2OjQ8Tv7-W1soGhg,49
ZTVVJzlYpQSbkPJvXh3ZZw,10
s_9ERatPIp_7GSrzHlgGMg,49
oPiqiBdRbvaMTzPlYNeZ7Q,42
nbrbGAGuo3dKaEigBLi4_g,11
3hbgSQXmvLBvttxwfAasng,6
iP5pLqJzTUz6ZkVtXzYjHA,28
myZ_JfNf8bOp6lLrDY9QHA,5
8MzlreHr5tUxXM_Maqm1eg,21
WY9oXOsoHwRW_Hmp-5RW0A,29
CscheAOcPghd5L5_jjRVxg,5
0DSfrwd-FDsKqZzs5ReiHQ,5
cKfonqHkDUx-G0_ksHASbw,39
pxqbzJhk7ZLGYe580JDeQQ,11
P3cXIii05nXGTvwW0Zws6Q,19
2tAi411srrpmMofeAKdACw,117
_QEif_l0cDwY73qPA-GTAg,47
vSJ0hmqSHvLAe5tAj5fNjA,8
NTtKM3CRyGjr8pC--OyHdQ,20
s2yucc5Fhh4g4whXHOBLdA,14
T-t35_fglkeb57c7YRvCww,69
pwIgwyZEBGcJr8k__nxabw,8
gmE_AAJKx8A4-ju5tZ7ayA,13
muKseodTfCPANz4B0KoBkQ,27
zEoEOChkm-dkf24E2esPkA,5
BCyvJxdSZGsAxsyNXWkZmQ,85
890nDQqdg_al9MKulnvq8g,15
kMSSjOWLFqnvjMrjxUpH0g,17
O8xd0PQZfwHIIZhNRmZ_5A,40
32-RhgHaCs1b1CITP1Z7YA,11
gDEKNNEIPagCyRb04HdO_Q,43
sp2K-I-h6Nf43k0UmFMsiA,19
1HjHb1D52uo3XFeBBaA-JA,6
Puke0D5DngMMQtDPUy67iw,12
f3KDdr18VR66saDH8VEkMg,33
HDG-pDNIARdk-3JllJPD0A,13
y0dUxjS-sGLOkXyXroUnqA,19
ZiuMwHoBAfFEAEnawR_8kA,18
LTJ60ZxdVQTy6y76uy_i1Q,9
8C0XfmUKuEW35XU88DxyjA,37
dq4BvgEvM4vPOqjmIjAMBQ,7
CZj7es5uuGb4RtNWmyBVhQ,83
J_8685V-7YdcSaRC-RimuQ,25
eK-_ahKKaMUQ1b0F1PRgMw,59
OK0prSyAs2DXBNthDQbrOA,65
YrLpxfQ-glrKjPwz9UdlxQ,10
w4wYlGd-ADrda22Z7zO0Nw,290
fwEiFYNXJwcNKvccNL912A,39
fpEg_SlgG6-On_aM1f-vEg,8
QMy7L2NgLjegsJq2Sshn3A,40
P3jxOXYdFM0aGMUgXhKorQ,8
J0W2PFAS1PS-OzkUdi4Z2Q,21
1ZCrVPt7mM5yGVjh3WB2BA,64
6O-zce2lYuPuuJaEoBHJjQ,24
UZDcsSGMR-TAtOmPwm2IwA,5
3r6vcrrZX4Y89JGUIb4Cxg,15
vwMfNmgvYFeT-uC7bd6TMg,10
9MtD48QRFRcdk88BCCJi-Q,10
L9bS8aVhQ1bpuFZvjU0gqw,42
FSWJmMXXKAXdL6mrc-DzBQ,22
pvwdXO69MQKeAEFwcISnFA,62
a79rQXs_sLWlOrmC-LfKlw,9
WzZLGRM3z00P9Ki4RePhyA,6
DOV5nORyuZoljd3HWE3lhQ,28
lah1wRu0Q-wvpVbC4v7pDQ,13
SoOstg_WyTkfTCS0tBg32A,10
GGDUYRaRlok6JyvE21PKxA,6
MYRY85tQbS8lE-cBnJyCmQ,8
_nwFy_M5EaGmEUrurpb3UA,57
Zl1787JlME8boOmD0cUfiw,20
okBgVNjxLFCQnVpR_PIIzw,14
hEoHY9Eqc7X5m-iI2CG2SA,79
sWFF0RP0lT_CG4h98s6mGQ,54
0b4ajSrUwKdA7C5VNzQPwQ,15
7j2V_V7md3tEbUmCQaUiRw,6
eE1VUJ1ZjOv_ee21fSztxg,8
lWRetNVqyfD63VeFDM7vIA,42
mglB7j8w91-7JmcbgmKlCQ,16
Wmo9vzvQ9CktI-CJn1Nn9Q,25
eFpHY9CLqSX1_rAlFlVkHg,8
KS2AddHgvvmz8kKb7tDpZA,19
n5MAIKZswhuRBb5VAn5Dqg,24
18btc8fWw-OMc-4S2-HTjA,7
19oBdzMFyxqUPZKO3tDPLA,16
SpxWBXGj_kOg8dL5BsCsvg,45
uTCavBUXCtitVJTvF1ihBA,11
2KgoIjfzZepwqe0ubGAsyw,8
